beds,bathrooms,toilets,parking_space,title,state,price
3,2,2,2,Block-of-Flats,lagos,35000000
700,,,,Block-of-Flats,lagos,120000000
,,,,Block-of-Flats,lagos,80000000
3,3,3,12,Block-of-Flats,lagos,210000000
3,3,3,640,Block-of-Flats,lagos,120000000
2,2,3,1,Block-of-Flats,lagos,35000000
,,,,Block-of-Flats,lagos,150000000
,,,,Block-of-Flats,lagos,150000000
4,4,5,2,Block-of-Flats,lagos,67500000
900,,,,Block-of-Flats,lagos,135000000
3,2,2,8,Block-of-Flats,lagos,80000000
2,,,,Block-of-Flats,lagos,85000000
2,,,,Block-of-Flats,lagos,85000000
3,4,,,Block-of-Flats,lagos,30000000
,,,,Block-of-Flats,lagos,28000000
3,2,3,6,Block-of-Flats,lagos,60000000
2,2,2,8,Block-of-Flats,lagos,65000000
3,3,3,8,Block-of-Flats,lagos,55000000
3,3,,,Block-of-Flats,lagos,27000000
3,3,3,,Block-of-Flats,lagos,60000000
2,3,,,Block-of-Flats,lagos,33000000
3,2,2,648,Block-of-Flats,lagos,35000000
678,,,,Block-of-Flats,lagos,80000000
3,,,,Block-of-Flats,lagos,100000000
900,,,,Block-of-Flats,lagos,100000000
1,1,2,1,Block-of-Flats,lagos,400000
3,3,4,2,Block-of-Flats,lagos,75000000
2,2,3,2,Block-of-Flats,lagos,70000000
2,2,3,,Block-of-Flats,lagos,60000000
2,2,3,2,Block-of-Flats,lagos,45000000
3,3,3,,Block-of-Flats,lagos,45000000
3,4,,,Block-of-Flats,lagos,35000000
,,,,Block-of-Flats,lagos,15000000
3,3,3,,Block-of-Flats,lagos,165000000
1,1,2,,Block-of-Flats,lagos,50000000
10,24,15,650,Block-of-Flats,lagos,65000000
4,4,5,3,Block-of-Flats,lagos,55000000
3,3,4,3,Block-of-Flats,lagos,95000000
3,3,,,Block-of-Flats,lagos,20000000
3,,,,Block-of-Flats,lagos,80000000
3,3,3,,Block-of-Flats,lagos,47000000
3,3,3,,Block-of-Flats,lagos,35000000
,,,,Block-of-Flats,lagos,24000000
,,,,Block-of-Flats,lagos,40000000
2,2,2,9,Block-of-Flats,lagos,50000000
8,6,6,8,Block-of-Flats,lagos,24000000
,,,,Block-of-Flats,lagos,35000000
3,3,4,,Block-of-Flats,lagos,65000000
24,24,24,620,Block-of-Flats,lagos,100000000
,,,,Block-of-Flats,lagos,25000000
3,3,3,6,Block-of-Flats,lagos,25000000
,,,,Block-of-Flats,lagos,12500000
14,10,10,1,Block-of-Flats,lagos,30000000
4,4,4,,Block-of-Flats,lagos,45000000
4,4,4,,Block-of-Flats,lagos,27000000
6,6,,,Block-of-Flats,lagos,50000000
3,,,,Block-of-Flats,lagos,45000000
,,,,Block-of-Flats,lagos,45000000
3,2,2,6,Block-of-Flats,lagos,22000000
3,3,3,,Block-of-Flats,lagos,35000000
9,9,9,4,Block-of-Flats,lagos,35000000
2,2,3,15,Block-of-Flats,lagos,45000000
,,,,Block-of-Flats,lagos,20000000
3,2,3,648,Block-of-Flats,lagos,35000000
4,4,4,600,Block-of-Flats,lagos,5500000
14,14,648,,Block-of-Flats,lagos,26000000
1,2,2,2,Block-of-Flats,lagos,25000000
3,2,3,2,Block-of-Flats,lagos,120000000
,,,,Block-of-Flats,lagos,15000000
3,3,3,8,Block-of-Flats,lagos,150000000
3,4,4,,Block-of-Flats,lagos,145000000
4,600,,,Block-of-Flats,lagos,65000000
3,4,2,,Block-of-Flats,lagos,35000000
2,2,2,,Block-of-Flats,lagos,110000000
2,3,3,,Block-of-Flats,lagos,45000000
,,,,Block-of-Flats,lagos,200000000
,,,,Block-of-Flats,lagos,180000000
3,3,4,,Block-of-Flats,lagos,50000000
,,,,Block-of-Flats,lagos,65000000
3,3,4,,Block-of-Flats,lagos,50000000
3,3,3,2,Block-of-Flats,lagos,50000000
8,8,374,,Block-of-Flats,lagos,24000000
,,,,Block-of-Flats,lagos,60000000
3,3,4,,Block-of-Flats,lagos,40000000
700,700,,,Block-of-Flats,lagos,350000000
700,,,,Block-of-Flats,lagos,130000000
3,2,2,380,Block-of-Flats,lagos,43000000
2,2,3,6,Block-of-Flats,lagos,75000000
648,500,,,Block-of-Flats,lagos,25000000
4,4,4,648,Block-of-Flats,lagos,6000000
3,3,4,70,Block-of-Flats,lagos,26000000
3,3,3,600,Block-of-Flats,lagos,40000000
11,14,14,,Block-of-Flats,lagos,60000000
14,12,12,10,Block-of-Flats,lagos,28000000
,,,,Block-of-Flats,lagos,8500000
3,2,3,200,Block-of-Flats,lagos,28000000
,,,,Block-of-Flats,lagos,44000000
4,4,4,4,Block-of-Flats,lagos,10000000
,,,,Block-of-Flats,lagos,9000000
1,1,1,,Block-of-Flats,lagos,17000000
2,2,3,200,Block-of-Flats,lagos,27000000
3,4,5,,Block-of-Flats,lagos,50000000
3,648,648,,Block-of-Flats,lagos,35000000
8,8,8,10,Block-of-Flats,lagos,24000000
12,12,12,12,Block-of-Flats,lagos,20000000
10,650,,,Block-of-Flats,lagos,45000000
6,6,6,2,Block-of-Flats,lagos,10000000
2,1,1,,Block-of-Flats,lagos,13000000
3,,,,Block-of-Flats,lagos,5000000000
3,3,1,3,Block-of-Flats,lagos,240000000
2,3,3,30,Block-of-Flats,lagos,15400000000
2,2,3,,Block-of-Flats,lagos,295000000
3,3,4,,Block-of-Flats,lagos,240000000
3,3,4,20,Block-of-Flats,lagos,240000000
5,6,6,3,Block-of-Flats,lagos,500000000
3,3,4,5,Block-of-Flats,lagos,145000000
4,4,5,3,Block-of-Flats,lagos,2000000
3,3,4,,Block-of-Flats,lagos,300000000
5,5,6,4,Block-of-Flats,lagos,580000000
3,4,4,2,Block-of-Flats,lagos,240000000
156,156,162,70,Block-of-Flats,lagos,12300000000
2,2,3,3,Block-of-Flats,lagos,120000000
34,45,22,,Block-of-Flats,lagos,2100000000
"5,300",,,,Block-of-Flats,lagos,15000000000
4,4,5,4,Block-of-Flats,lagos,2200000
2,2,3,2,Block-of-Flats,lagos,155000000
3,4,4,,Block-of-Flats,lagos,3000000000
"1,350",,,,Block-of-Flats,lagos,2200000000
3,2,2,648,Block-of-Flats,lagos,35000000
2,2,2,,Block-of-Flats,lagos,33000000
3,3,,,Block-of-Flats,lagos,28000000
2,2,2,4,Block-of-Flats,lagos,17000000
3,3,3,8,Block-of-Flats,lagos,27000000
2,2,3,4,Block-of-Flats,lagos,35000000
3,,,,Block-of-Flats,lagos,30000000
3,3,3,2,Block-of-Flats,lagos,55000000
3,3,3,8,Block-of-Flats,lagos,21000000
2,3,3,680,Block-of-Flats,lagos,140000000
3,5,4,6,Block-of-Flats,lagos,80000000
3,,,,Block-of-Flats,lagos,60000000
3,,,,Block-of-Flats,lagos,50000000
3,2,3,"650,000",Block-of-Flats,lagos,13000000
3,,,,Block-of-Flats,lagos,25000000
4,4,2,720,Block-of-Flats,lagos,24000000
,,,,Block-of-Flats,lagos,39000000
2,2,3,,Block-of-Flats,lagos,19000000
667,667,,,Block-of-Flats,lagos,30000000
1,2,2,15,Block-of-Flats,lagos,70000000
3,3,3,5,Block-of-Flats,lagos,120000000
,,,,Block-of-Flats,lagos,45000000
3,3,15,"8,000",Block-of-Flats,lagos,350000000
"2,670",,,,Block-of-Flats,lagos,760000000
6,6,7,4,Block-of-Flats,lagos,120000000
3,5,5,612,Block-of-Flats,lagos,110000000
4,4,4,8,Block-of-Flats,lagos,150000000
3,4,800,,Block-of-Flats,lagos,1500000
4,3,3,4,Block-of-Flats,lagos,100000000
3,23,23,"1,101",Block-of-Flats,lagos,300000000
3,4,4,6,Block-of-Flats,lagos,70000000
3,3,4,6,Block-of-Flats,lagos,36000000
2,,,,Block-of-Flats,lagos,80000000
2,3,900,,Block-of-Flats,lagos,65000000
8,4,4,2,Block-of-Flats,lagos,27000000
,,,,Block-of-Flats,lagos,23000000
5,5,5,300,Block-of-Flats,lagos,27000000
,,,,Block-of-Flats,lagos,9500000
3,700,,,Block-of-Flats,lagos,25000000
"1,395",,,,Block-of-Flats,lagos,45000000
,,,,Block-of-Flats,lagos,60000000
3,3,3,5,Block-of-Flats,lagos,60000000
3,3,3,12,Block-of-Flats,lagos,12000000
3,4,4,9,Block-of-Flats,lagos,33000000
3,4,4,6,Block-of-Flats,lagos,28000000
,,,,Block-of-Flats,lagos,55000000
9,9,,,Block-of-Flats,lagos,20000000
3,3,,,Block-of-Flats,lagos,40000000
3,3,3,650,Block-of-Flats,lagos,58000000
3,3,3,950,Block-of-Flats,lagos,100000000
3,3,3,"1,600",Block-of-Flats,lagos,150000000
3,3,,,Block-of-Flats,lagos,30000000
3,3,,,Block-of-Flats,lagos,20000000
6,4,,,Block-of-Flats,lagos,35000000
3,,,,Block-of-Flats,lagos,100000000
3,2,3,40,Block-of-Flats,lagos,350000000
,,,,Block-of-Flats,lagos,150000000
,,,,Block-of-Flats,lagos,60000000
3,4,4,,Block-of-Flats,lagos,100000000
3,4,4,,Block-of-Flats,lagos,70000000
,,,,Block-of-Flats,lagos,45000000
3,3,4,4,Block-of-Flats,lagos,45000000
,,,,Block-of-Flats,lagos,65000000
,,,,Block-of-Flats,lagos,78000000
3,3,3,,Block-of-Flats,lagos,65000000
9,7,8,450,Block-of-Flats,lagos,50000000
,,,,Block-of-Flats,lagos,90000000
3,3,3,654,Block-of-Flats,lagos,65000000
3,1,1,,Block-of-Flats,lagos,80000000
,,,,Block-of-Flats,lagos,60000000
,,,,Block-of-Flats,lagos,65000000
,,,,Block-of-Flats,lagos,50000000
,,,,Block-of-Flats,lagos,80000000
,,,,Block-of-Flats,lagos,50000000
,,,,Block-of-Flats,lagos,3000000000
6,,,,Block-of-Flats,lagos,65000000
3,,,,Block-of-Flats,lagos,98000000
600,,,,Block-of-Flats,lagos,110000000
,,,,Block-of-Flats,lagos,85000000
,,,,Block-of-Flats,lagos,80000000
2,,,,Block-of-Flats,lagos,40000000
3,3,3,5,Block-of-Flats,lagos,50000000
10,10,10,6,Block-of-Flats,lagos,120000000
3,12,16,8,Block-of-Flats,lagos,95000000
2,3,3,6,Block-of-Flats,lagos,100000000
3,,,,Block-of-Flats,lagos,230000000
,,,,Block-of-Flats,lagos,90000000
3,4,4,10,Block-of-Flats,lagos,230000000
3,3,3,6,Block-of-Flats,lagos,230000000
3,3,3,600,Block-of-Flats,lagos,70000000
3,4,648,,Block-of-Flats,lagos,70000000
2,3,6,,Block-of-Flats,lagos,105000000
,,,,Block-of-Flats,lagos,40000000
,,,,Block-of-Flats,lagos,70000000
,,,,Block-of-Flats,lagos,65000000
1,1,2,1,Block-of-Flats,lagos,400000
3,3,4,2,Block-of-Flats,lagos,75000000
2,2,3,2,Block-of-Flats,lagos,70000000
2,2,3,,Block-of-Flats,lagos,60000000
2,2,3,2,Block-of-Flats,lagos,45000000
1,1,2,,Block-of-Flats,lagos,50000000
3,3,4,3,Block-of-Flats,lagos,95000000
3,,,,Block-of-Flats,lagos,80000000
4,,,,Block-of-Flats,lagos,65000000
2,,,,Block-of-Flats,lagos,60000000
4,4,5,3,Block-of-Flats,lagos,62000000
3,3,3,,Block-of-Flats,lagos,50000000
2,2,3,3,Block-of-Flats,lagos,48000000
3,3,4,3,Block-of-Flats,lagos,47000000
,,,,Block-of-Flats,lagos,750000000
3,3,3,3,Block-of-Flats,lagos,33000000
2,2,3,2,Block-of-Flats,lagos,48000000
12,15,,,Block-of-Flats,lagos,140000000
3,,,,Block-of-Flats,lagos,34000000
2,3,,,Block-of-Flats,lagos,25000000
2,2,2,2,Block-of-Flats,lagos,60000000
3,3,4,2,Block-of-Flats,lagos,55000000
4,4,5,4,Block-of-Flats,lagos,80000000
3,3,3,,Block-of-Flats,lagos,60000000
12,12,12,12,Block-of-Flats,lagos,1500000000
3,3,4,,Block-of-Flats,lagos,55000000
3,,,,Block-of-Flats,lagos,200000000
3,3,3,7,Block-of-Flats,lagos,160000000
2,2,3,2,Block-of-Flats,lagos,85000000
3,3,4,2,Block-of-Flats,lagos,55000000
3,14,14,,Block-of-Flats,lagos,95000000
,,,,Block-of-Flats,lagos,150000000
3,3,4,2,Block-of-Flats,lagos,50000000
3,3,4,,Block-of-Flats,lagos,38000000
2,,,,Block-of-Flats,lagos,80000000
3,3,4,500,Block-of-Flats,lagos,55000000
9,,,,Block-of-Flats,lagos,48000000
3,2,3,,Block-of-Flats,lagos,150000000
,,,,Block-of-Flats,lagos,65000000
,,,,Block-of-Flats,lagos,140000000
600,,,,Block-of-Flats,lagos,80000000
3,,,,Block-of-Flats,lagos,300000000
,,,,Block-of-Flats,lagos,90000000
3,700,,,Block-of-Flats,lagos,150000000
3,3,3,550,Block-of-Flats,lagos,200000000
3,3,600,,Block-of-Flats,lagos,150000000
3,3,600,,Block-of-Flats,lagos,150000000
650,,,,Block-of-Flats,lagos,100000000
10,12,9,15,Block-of-Flats,lagos,400000000
550,,,,Block-of-Flats,lagos,50000000
3,3,4,,Block-of-Flats,lagos,120000000
6,700,,,Block-of-Flats,lagos,85000000
3,3,3,2,Block-of-Flats,lagos,30000000
3,3,4,3,Block-of-Flats,lagos,32500000
3,3,2,8,Block-of-Flats,lagos,80000000
3,2,2,7,Block-of-Flats,lagos,80000000
2,2,2,,Block-of-Flats,lagos,80000000
3,3,,,Block-of-Flats,lagos,32500000
3,3,4,,Block-of-Flats,lagos,30000000
49,,,,Block-of-Flats,lagos,350000000
,,,,Block-of-Flats,lagos,100000000
,,,,Block-of-Flats,lagos,60000000
3,3,4,2,Block-of-Flats,lagos,30000000
,,,,Block-of-Flats,lagos,46500000
3,2,3,1,Block-of-Flats,lagos,55000000
3,3,2,,Block-of-Flats,lagos,80000000
2,3,3,2,Block-of-Flats,lagos,75000000
3,3,3,6,Block-of-Flats,lagos,16500000
,,,,Block-of-Flats,lagos,50000000
3,2,8,650,Block-of-Flats,lagos,13500000
8,8,8,3,Block-of-Flats,lagos,35000000
,,,,Block-of-Flats,lagos,180000000
3,2,3,10,Block-of-Flats,lagos,95000000
,,,,Block-of-Flats,lagos,50000000
7,,,,Block-of-Flats,lagos,13000000
3,3,3,6,Block-of-Flats,lagos,15000000
"1,000",,,,Block-of-Flats,lagos,85000000
,,,,Block-of-Flats,lagos,38000000
"1,358",,,,Block-of-Flats,lagos,50000000
3,3,3,15,Block-of-Flats,lagos,50000000
3,3,3,,Block-of-Flats,lagos,50000000
,,,,Block-of-Flats,lagos,30000000
3,,,,Block-of-Flats,lagos,95000000
3,3,3,,Block-of-Flats,lagos,95000000
2,2,3,670,Block-of-Flats,lagos,100000000
3,3,4,,Block-of-Flats,lagos,65000000
3,3,4,700,Block-of-Flats,lagos,100000000
3,3,4,,Block-of-Flats,lagos,45000000
3,5,6,,Block-of-Flats,lagos,39000000
3,3,4,6,Block-of-Flats,lagos,80000000
3,3,3,4,Block-of-Flats,lagos,95000000
3,3,4,678,Block-of-Flats,lagos,140000000
3,3,3,10,Block-of-Flats,lagos,130000000
,,,,Block-of-Flats,lagos,100000000
3,5,6,,Block-of-Flats,lagos,60000000
2,2,3,,Block-of-Flats,lagos,93000000
,,,,Block-of-Flats,lagos,65000000
3,3,4,6,Block-of-Flats,lagos,28000000
3,3,4,,Block-of-Flats,lagos,70000000
4,4,4,,Block-of-Flats,lagos,40000000
2,2,2,,Block-of-Flats,lagos,60000000
5,,,,Block-of-Flats,lagos,45000000
13,11,11,20,Block-of-Flats,lagos,35000000
3,3,3,,Block-of-Flats,lagos,45000000
3,3,4,,Block-of-Flats,lagos,300000000
3,3,4,,Block-of-Flats,lagos,300000000
3,4,4,10,Block-of-Flats,lagos,300000000
3,3,4,,Block-of-Flats,lagos,80000000
3,8,690,,Block-of-Flats,lagos,185000000
10,"1,282",,,Block-of-Flats,lagos,100000000
,,,,Block-of-Flats,lagos,650000000
3,4,5,12,Block-of-Flats,lagos,55000000
,,,,Block-of-Flats,lagos,130000000
,,,,Block-of-Flats,lagos,130000000
3,3,3,,Block-of-Flats,lagos,55000000
3,3,4,2,Block-of-Flats,lagos,50000000
3,3,3,,Block-of-Flats,lagos,270000000
2,2,3,,Block-of-Flats,lagos,35000000
11,,,,Block-of-Flats,lagos,85000000
3,3,4,5,Block-of-Flats,lagos,90000000
900,,,,Block-of-Flats,lagos,270000000
5,,,,Block-of-Flats,lagos,280000000
4,4,4,8,Block-of-Flats,lagos,270000000
18,12,12,945,Block-of-Flats,lagos,120000000
2,2,2,10,Block-of-Flats,lagos,55000000
,,,,Block-of-Flats,lagos,60000000
3,,,,Block-of-Flats,lagos,50000000
2,2,2,,Block-of-Flats,lagos,60000000
,,,,Block-of-Flats,lagos,55000000
3,3,3,,Block-of-Flats,lagos,40000000
,,,,Block-of-Flats,lagos,90000000
,,,,Block-of-Flats,lagos,75000000
3,,,,Block-of-Flats,lagos,100000000
550,,,,Block-of-Flats,lagos,100000000
"2,400",,,,Block-of-Flats,lagos,750000000
2,3,3,10,Block-of-Flats,lagos,25000000
18,6,6,500,Block-of-Flats,lagos,60000000
3,3,4,2,Block-of-Flats,lagos,35000000
3,,,,Block-of-Flats,lagos,90000000
3,3,3,,Block-of-Flats,lagos,85000000
,,,,Block-of-Flats,lagos,80000000
,,,,Block-of-Flats,lagos,55000000
,,,,Block-of-Flats,lagos,120000000
,,,,Block-of-Flats,lagos,85000000
,,,,Block-of-Flats,lagos,15000000
6,,,,Block-of-Flats,lagos,50000000
,,,,Block-of-Flats,lagos,100000000
,,,,Block-of-Flats,lagos,150000000
3,3,4,5,Block-of-Flats,lagos,45000000
3,464,,,Block-of-Flats,lagos,110000000
15,10,10,,Block-of-Flats,lagos,53000000
600,,,,Block-of-Flats,lagos,60000000
3,3,3,,Block-of-Flats,lagos,165000000
1,1,2,,Block-of-Flats,lagos,65000000
3,3,3,2,Block-of-Flats,lagos,80000000
4,4,5,,Block-of-Flats,lagos,380000000
3,3,4,,Block-of-Flats,lagos,165000000
,,,,Block-of-Flats,lagos,75000000
3,3,4,,Block-of-Flats,lagos,95000000
3,3,4,,Block-of-Flats,lagos,1100000000
,,,,Block-of-Flats,lagos,90000000
26,28,28,30,Block-of-Flats,lagos,1200000000
,,,,Block-of-Flats,lagos,7000000
3,4,4,5,Block-of-Flats,lagos,150000000
4,4,5,,Block-of-Flats,lagos,160000000
3,4,5,3,Block-of-Flats,lagos,88000000
3,3,4,2,Block-of-Flats,lagos,114000000
3,3,4,2,Block-of-Flats,lagos,160000000
3,3,3,,Block-of-Flats,lagos,150000000
3,4,4,2,Block-of-Flats,lagos,175000000
1,1,2,,Block-of-Flats,lagos,35000000
,,,,Block-of-Flats,lagos,240000000
9,7,8,450,Block-of-Flats,lagos,50000000
,,,,Block-of-Flats,lagos,700000000
2,2,2,,Block-of-Flats,lagos,60000000
3,3,4,"4,500",Block-of-Flats,lagos,750000000
"4,500",,,,Block-of-Flats,lagos,650000000
3,3,4,,Block-of-Flats,lagos,45000000
3,3,4,4,Block-of-Flats,lagos,32500000
3,3,4,,Block-of-Flats,lagos,87000000
1,1,1,,Block-of-Flats,lagos,180000000
3,4,4,20,Block-of-Flats,lagos,40000000
1,1,1,,Block-of-Flats,lagos,160000000
,,,,Block-of-Flats,lagos,65000000
6,2,2,,Block-of-Flats,lagos,25000000
2,3,2,3,Block-of-Flats,lagos,140000000
659,,,,Block-of-Flats,lagos,90000000
5,5,6,5,Block-of-Flats,lagos,190000000
3,3,3,3,Block-of-Flats,lagos,110000000
,,,,Block-of-Flats,lagos,100000000
4,4,5,6,Block-of-Flats,lagos,270000000
3,18,21,,Block-of-Flats,lagos,90000000
2,3,3,2,Block-of-Flats,lagos,40000000
4,4,4,4,Block-of-Flats,lagos,90000000
,,,,Block-of-Flats,lagos,150000000
3,4,,,Block-of-Flats,lagos,85000000
3,1,1,5,Block-of-Flats,lagos,130000000
2,2,3,2,Block-of-Flats,lagos,40000000
4,4,3,5,Block-of-Flats,lagos,80000000
3,3,4,3,Block-of-Flats,lagos,25000000
,,,,Block-of-Flats,lagos,350000000
14,16,8,600,Block-of-Flats,lagos,85000000
,,,,Block-of-Flats,lagos,350000000
,,,,Block-of-Flats,lagos,90000000
2,2,3,23,Block-of-Flats,lagos,30000000
3,3,3,9,Block-of-Flats,lagos,88000000
3,4,4,5,Block-of-Flats,lagos,350000000
3,3,4,,Block-of-Flats,lagos,35000000
,,,,Block-of-Flats,lagos,450000000
,,,,Block-of-Flats,lagos,50000000
,,,,Block-of-Flats,lagos,45000000
,,,,Block-of-Flats,lagos,190000000
,,,,Block-of-Flats,lagos,120000000
600,600,,,Block-of-Flats,lagos,40000000
,,,,Block-of-Flats,lagos,140000000
,,,,Block-of-Flats,lagos,60000000
,,,,Block-of-Flats,lagos,340000000
2,2,3,300,Block-of-Flats,lagos,20000000
,,,,Block-of-Flats,lagos,20000000
,,,,Block-of-Flats,lagos,50000000
2,2,3,2,Block-of-Flats,lagos,27000000
,,,,Block-of-Flats,lagos,50000000
3,3,3,4,Block-of-Flats,lagos,40880000
,,,,Block-of-Flats,lagos,160000000
3,3,4,6,Block-of-Flats,lagos,35000000
,,,,Block-of-Flats,lagos,45000000
3,3,3,3,Block-of-Flats,lagos,45000000
12,12,16,,Block-of-Flats,lagos,80000000
2,2,3,300,Block-of-Flats,lagos,20000000
,,,,Block-of-Flats,lagos,20000000
3,3,4,,Block-of-Flats,lagos,75000000
3,3,3,"1,600",Block-of-Flats,lagos,150000000
3,4,700,700,Block-of-Flats,lagos,80000000
2,2,2,7,Block-of-Flats,lagos,60000000
10,10,10,15,Block-of-Flats,lagos,60000000
3,,,,Block-of-Flats,lagos,24700000
3,4,,,Block-of-Flats,lagos,40000000
,,,,Block-of-Flats,lagos,28000000
"1,395",,,,Block-of-Flats,lagos,45000000
3,3,3,,Block-of-Flats,lagos,45000000
,,,,Block-of-Flats,lagos,50000000
3,6,8,8,Block-of-Flats,lagos,65000000
